timestamp,status_code,latency,response_ok,alert
2025-09-29T00:41:57.945875,200,3.7913713455200195,True,True
2025-09-29T00:42:06.745250,200,3.7624003887176514,True,True
2025-09-29T00:42:15.509606,200,3.74739146232605,True,True
2025-09-29T00:42:24.260107,200,0.010351419448852539,True,False
2025-09-29T00:42:29.292584,200,0.012531518936157227,True,False
2025-09-29T00:42:34.306456,200,3.7791671752929688,True,True
2025-09-29T00:42:43.087962,200,0.012341737747192383,True,False
2025-09-29T00:42:48.115682,200,0.007459878921508789,True,False
2025-09-29T00:42:53.139778,200,0.010373353958129883,True,False
2025-09-29T00:42:58.150505,200,0.014547348022460938,True,False
2025-09-29T00:43:03.180875,200,0.01079416275024414,True,False
2025-09-29T00:43:08.197960,200,3.8060052394866943,True,True
2025-09-29T00:43:17.009962,200,0.01408839225769043,True,False
2025-09-29T00:43:22.027907,200,0.005107402801513672,True,False
2025-09-29T00:43:27.040241,200,0.0224761962890625,True,False
2025-09-29T00:43:32.075360,200,0.010691642761230469,True,False
2025-09-29T00:43:37.096653,200,0.009296178817749023,True,False
2025-09-29T00:43:42.118552,200,0.007508754730224609,True,False
2025-09-29T00:43:47.138518,200,0.010222673416137695,True,False
2025-09-29T00:43:52.151977,200,3.7855584621429443,True,True
2025-09-29T00:44:00.947673,200,0.014581918716430664,True,False
2025-09-29T00:44:05.979294,200,0.008658170700073242,True,False
2025-09-29T00:44:10.995101,200,0.008792877197265625,True,False
2025-09-29T00:44:16.009112,200,0.007444620132446289,True,False
2025-09-29T00:44:21.026362,200,0.01355123519897461,True,False
2025-09-29T00:44:26.041666,200,0.0031926631927490234,True,False
2025-09-29T00:44:31.056763,200,0.010468721389770508,True,False
2025-09-29T00:44:36.079447,200,0.010054826736450195,True,False
2025-09-29T00:44:41.100317,200,0.0027413368225097656,True,False
2025-09-29T00:44:46.113403,200,0.006779193878173828,True,False
2025-09-29T00:44:51.136363,200,0.009053230285644531,True,False
2025-09-29T00:44:56.160077,200,0.001971721649169922,True,False
2025-09-29T00:45:01.182431,200,0.011067390441894531,True,False
2025-09-29T00:45:06.195132,200,0.012944221496582031,True,False
2025-09-29T00:45:11.213165,200,0.015642166137695312,True,False
2025-09-29T00:45:16.244229,200,0.007390260696411133,True,False
2025-09-29T00:45:21.252002,200,0.00787210464477539,True,False
2025-09-29T00:45:26.265166,200,0.00963592529296875,True,False
2025-09-29T00:45:31.291002,200,0.00750279426574707,True,False
2025-09-29T00:45:36.307444,200,0.005230426788330078,True,False
2025-09-29T00:45:41.330518,200,0.01041865348815918,True,False
2025-09-29T00:45:46.348222,200,0.01553964614868164,True,False
2025-09-29T00:45:51.367124,200,0.009069204330444336,True,False
2025-09-29T00:45:56.384910,200,0.01605701446533203,True,False
2025-09-29T00:46:01.401259,200,0.015770435333251953,True,False
2025-09-29T00:46:06.435221,200,0.011286020278930664,True,False
2025-09-29T00:46:11.450703,200,0.011122703552246094,True,False
2025-09-29T00:46:16.462050,200,0.007483243942260742,True,False
2025-09-29T00:46:21.491518,200,0.008256912231445312,True,False
2025-09-29T00:46:26.512931,200,0.008127927780151367,True,False
2025-09-29T00:46:31.531511,200,0.004302024841308594,True,False
2025-09-29T00:46:36.540651,200,0.009045600891113281,True,False
2025-09-29T00:46:41.562992,200,0.008311033248901367,True,False
2025-09-29T00:46:46.587883,200,0.014542102813720703,True,False
2025-09-29T00:46:51.620357,200,0.011620521545410156,True,False
2025-09-29T00:46:56.635093,200,0.009151697158813477,True,False
2025-09-29T00:47:01.656437,200,0.013327836990356445,True,False
2025-09-29T00:47:06.679997,200,0.008132457733154297,True,False
2025-09-29T00:47:11.695472,200,0.0005183219909667969,True,False
2025-09-29T00:47:16.712133,200,0.008213520050048828,True,False
2025-09-29T00:47:21.728015,200,0.008527994155883789,True,False
2025-09-29T00:47:26.744514,200,0.008226156234741211,True,False
2025-09-29T00:47:31.775100,200,0.012551069259643555,True,False
2025-09-29T00:47:36.791921,200,0.008369207382202148,True,False
2025-09-29T00:47:41.806237,200,0.010535478591918945,True,False
2025-09-29T00:47:46.838451,200,0.005185604095458984,True,False
2025-09-29T00:47:51.852702,200,0.010496139526367188,True,False
2025-09-29T00:47:56.868346,200,0.008082151412963867,True,False
2025-09-29T00:48:01.884710,200,0.006860256195068359,True,False
2025-09-29T00:48:06.915425,200,0.010270118713378906,True,False
2025-09-29T00:48:11.929928,200,0.00874018669128418,True,False
2025-09-29T00:48:16.947444,200,0.005147695541381836,True,False
